DesignName,ParticipantID,TrialID,Block1,First,Second,Size
2dir,13,1606,70,NW,S,1
2dir,13,1607,71,E,SW,1
2dir,13,1608,72,NW,E,2
2dir,13,1609,73,NE,S,1
2dir,13,1610,74,N,N,2
2dir,13,1611,75,NW,SE,2
2dir,13,1612,76,SE,SE,1
2dir,13,1613,77,N,SW,2
2dir,13,1614,78,N,SW,1
2dir,13,1615,79,SW,S,2
2dir,13,1616,80,S,S,1
2dir,13,1617,81,SE,NE,1
2dir,13,1618,82,S,NE,2
2dir,13,1619,83,NW,E,1
2dir,13,1620,84,SW,W,1
2dir,13,1621,85,N,W,1
2dir,13,1622,86,E,W,2
2dir,13,1623,87,W,E,2
2dir,13,1624,88,NW,S,2
2dir,13,1625,89,NE,SW,1
2dir,13,1626,90,E,SW,2
2dir,13,1627,91,SW,NE,2
2dir,13,1628,92,SW,W,2
2dir,13,1629,93,SE,E,1
2dir,13,1630,94,E,NE,2
2dir,13,1631,95,W,SE,2
2dir,13,1632,96,NE,E,2
2dir,13,1633,97,N,NW,2
2dir,13,1634,98,S,S,2
2dir,13,1635,99,N,S,2
2dir,13,1636,100,NE,E,1
2dir,13,1637,101,W,W,1
2dir,13,1638,102,SW,SW,2
2dir,13,1639,103,NW,NE,2
2dir,13,1640,104,E,NW,2
2dir,13,1641,105,S,W,2
2dir,13,1642,106,SE,SE,2
2dir,13,1643,107,NE,N,2
2dir,13,1644,108,SE,W,1
2dir,13,1645,109,N,E,1
2dir,13,1646,110,SE,S,2
2dir,13,1647,111,NW,W,1
2dir,13,1648,112,N,SE,2
2dir,13,1649,113,S,SE,2
2dir,13,1650,114,W,N,2
2dir,13,1651,115,SW,SE,2
2dir,13,1652,116,N,S,1
2dir,13,1653,117,SW,N,2
2dir,13,1654,118,S,NW,1
2dir,13,1655,119,SW,E,2
2dir,13,1656,120,E,SE,1
2dir,13,1657,121,S,W,1
2dir,13,1658,122,SE,NW,1
2dir,13,1659,123,SW,NW,2
2dir,13,1660,124,E,N,2
2dir,13,1661,125,SW,S,1
2dir,13,1662,126,S,SE,1
2dir,13,1663,127,SE,N,2
2dir,13,1664,128,W,S,2
2dir,14,1665,1,W,NW,2
2dir,14,1666,2,NE,N,1
2dir,14,1667,3,SW,SW,2
2dir,14,1668,4,E,N,2
2dir,14,1669,5,W,S,2
2dir,14,1670,6,SW,N,1
2dir,14,1671,7,SE,W,1
2dir,14,1672,8,SE,SE,1
2dir,14,1673,9,NW,NW,2
2dir,14,1674,10,W,SE,2
2dir,14,1675,11,NE,W,2
2dir,14,1676,12,NE,E,1
2dir,14,1677,13,NE,SE,1
2dir,14,1678,14,NE,SE,2
2dir,14,1679,15,SE,N,2
2dir,14,1680,16,N,NE,2
2dir,14,1681,17,S,E,2
2dir,14,1682,18,SE,NE,1
2dir,14,1683,19,NW,NE,1
2dir,14,1684,20,NW,NE,2
2dir,14,1685,21,SW,SE,2
2dir,14,1686,22,E,N,1
2dir,14,1687,23,S,S,1
2dir,14,1688,24,N,N,2
2dir,14,1689,25,SE,N,1
2dir,14,1690,26,SE,S,2
2dir,14,1691,27,SW,E,2
2dir,14,1692,28,SE,SW,2
2dir,14,1693,29,E,S,2
2dir,14,1694,30,E,W,1
2dir,14,1695,31,NW,N,1
2dir,14,1696,32,W,E,2
2dir,14,1697,33,N,SE,2
2dir,14,1698,34,NE,NE,1
2dir,14,1699,35,N,NE,1
2dir,14,1700,36,NE,N,2
2dir,14,1701,37,NE,NW,2
2dir,14,1702,38,NW,N,2
2dir,14,1703,39,NW,S,1
2dir,14,1704,40,S,SE,1
2dir,14,1705,41,NW,SW,2
2dir,14,1706,42,E,NW,2
2dir,14,1707,43,SE,NW,1
2dir,14,1708,44,N,NW,1
2dir,14,1709,45,S,W,1
2dir,14,1710,46,S,SW,2
2dir,14,1711,47,NW,SE,1
2dir,14,1712,48,S,NE,2
2dir,14,1713,49,SW,NE,2
2dir,14,1714,50,S,N,2
2dir,14,1715,51,W,NE,1
2dir,14,1716,52,W,SW,2
2dir,14,1717,53,E,SW,1
2dir,14,1718,54,NE,NE,2
2dir,14,1719,55,NE,SW,1
2dir,14,1720,56,N,W,1
2dir,14,1721,57,NW,SE,2
2dir,14,1722,58,W,N,2
2dir,14,1723,59,W,NW,1
2dir,14,1724,60,SW,N,2
2dir,14,1725,61,E,W,2
2dir,14,1726,62,SW,NW,2
2dir,14,1727,63,N,NW,2
2dir,14,1728,64,W,NE,2
2dir,14,1729,65,E,E,1
2dir,14,1730,66,NE,NW,1
2dir,14,1731,67,E,E,2
2dir,14,1732,68,E,NE,2
2dir,14,1733,69,W,SE,1
2dir,14,1734,70,NW,S,2
2dir,14,1735,71,E,SW,2
2dir,14,1736,72,NW,W,1
2dir,14,1737,73,NE,S,2
2dir,14,1738,74,N,S,1
2dir,14,1739,75,NW,SW,1
2dir,14,1740,76,SE,SE,2
2dir,14,1741,77,S,N,1
2dir,14,1742,78,N,SW,2
2dir,14,1743,79,SW,E,1
2dir,14,1744,80,S,S,2
2dir,14,1745,81,SE,NE,2
2dir,14,1746,82,S,NW,1
2dir,14,1747,83,NW,E,2
2dir,14,1748,84,SW,W,2
2dir,14,1749,85,N,W,2
2dir,14,1750,86,E,NE,1
2dir,14,1751,87,W,W,1
2dir,14,1752,88,NW,E,1
2dir,14,1753,89,NE,SW,2
2dir,14,1754,90,W,N,1
2dir,14,1755,91,SW,NW,1
2dir,14,1756,92,SW,NE,1
2dir,14,1757,93,SE,E,2
2dir,14,1758,94,E,NW,1
2dir,14,1759,95,W,SW,1
2dir,14,1760,96,NE,W,1
2dir,14,1761,97,N,SE,1
2dir,14,1762,98,S,E,1
2dir,14,1763,99,N,E,1
2dir,14,1764,100,NE,E,2
2dir,14,1765,101,W,W,2
2dir,14,1766,102,N,N,1
2dir,14,1767,103,NW,NW,1
2dir,14,1768,104,E,SE,1
2dir,14,1769,105,S,NE,1
2dir,14,1770,106,SE,SW,1
2dir,14,1771,107,NE,S,1
2dir,14,1772,108,SE,W,2
2dir,14,1773,109,N,E,2
2dir,14,1774,110,SE,E,1
2dir,14,1775,111,NW,W,2
2dir,14,1776,112,N,SW,1
2dir,14,1777,113,S,SW,1
2dir,14,1778,114,W,S,1
2dir,14,1779,115,SW,SW,1
2dir,14,1780,116,N,S,2
2dir,14,1781,117,SW,S,1
2dir,14,1782,118,S,NW,2
2dir,14,1783,119,SW,W,1
2dir,14,1784,120,E,SE,2
2dir,14,1785,121,S,W,2
2dir,14,1786,122,SE,NW,2
2dir,14,1787,123,SW,SE,1
2dir,14,1788,124,E,S,1
2dir,14,1789,125,SW,S,2
2dir,14,1790,126,S,SE,2
2dir,14,1791,127,SE,S,1
2dir,14,1792,128,W,E,1
2dir,15,1793,1,W,SE,1
2dir,15,1794,2,NE,N,2
2dir,15,1795,3,N,N,1
2dir,15,1796,4,E,S,1
2dir,15,1797,5,W,E,1
2dir,15,1798,6,SW,N,2
2dir,15,1799,7,SE,W,2
2dir,15,1800,8,SE,SE,2
2dir,15,1801,9,NW,SE,1
2dir,15,1802,10,W,SW,1
2dir,15,1803,11,NE,NE,1
2dir,15,1804,12,NE,E,2
2dir,15,1805,13,NE,SE,2
2dir,15,1806,14,NE,SW,1
2dir,15,1807,15,SE,S,1
2dir,15,1808,16,N,NW,1
2dir,15,1809,17,S,W,1
2dir,15,1810,18,SE,NE,2
2dir,15,1811,19,NW,NE,2
2dir,15,1812,20,NW,NW,1
2dir,15,1813,21,SW,SW,1
2dir,15,1814,22,E,N,2
2dir,15,1815,23,S,S,2
2dir,15,1816,24,N,S,1
2dir,15,1817,25,SE,N,2
2dir,15,1818,26,SE,E,1
2dir,15,1819,27,SW,W,1
2dir,15,1820,28,SW,N,1
2dir,15,1821,29,E,E,1
2dir,15,1822,30,E,W,2
2dir,15,1823,31,NW,N,2
2dir,15,1824,32,W,W,1
2dir,15,1825,33,N,SW,1
2dir,15,1826,34,NE,NE,2
2dir,15,1827,35,N,NE,2
2dir,15,1828,36,NE,S,1
2dir,15,1829,37,NE,SE,1
2dir,15,1830,38,NW,S,1
2dir,15,1831,39,NW,S,2
2dir,15,1832,40,S,SE,2
2dir,15,1833,41,SE,N,1
2dir,15,1834,42,E,SE,1
2dir,15,1835,43,SE,NW,2
2dir,15,1836,44,N,NW,2
2dir,15,1837,45,S,W,2
2dir,15,1838,46,E,N,1
2dir,15,1839,47,NW,SE,2
2dir,15,1840,48,S,NW,1
2dir,15,1841,49,SW,NW,1
2dir,15,1842,50,S,S,1
2dir,15,1843,51,W,NE,2
2dir,15,1844,52,NE,N,1
2dir,15,1845,53,E,SW,2
2dir,15,1846,54,NE,NW,1
2dir,15,1847,55,NE,SW,2
2dir,15,1848,56,N,W,2
2dir,15,1849,57,NW,SW,1
2dir,15,1850,58,W,S,1
2dir,15,1851,59,W,NW,2
2dir,15,1852,60,SW,S,1
2dir,15,1853,61,E,NE,1
2dir,15,1854,62,SW,SE,1
2dir,15,1855,63,N,SE,1
2dir,15,1856,64,W,NW,1
2dir,15,1857,65,E,E,2
2dir,15,1858,66,NE,NW,2
2dir,15,1859,67,E,W,1
2dir,15,1860,68,E,NW,1
2dir,15,1861,69,W,SE,2
2dir,15,1862,70,NW,E,1
2dir,15,1863,71,W,N,1
2dir,15,1864,72,NW,W,2
2dir,15,1865,73,NE,E,1
2dir,15,1866,74,N,S,2
2dir,15,1867,75,NW,SW,2
2dir,15,1868,76,SE,SW,1
2dir,15,1869,77,S,N,2
2dir,15,1870,78,S,N,1
2dir,15,1871,79,SW,E,2
2dir,15,1872,80,S,E,1
2dir,15,1873,81,SE,NW,1
2dir,15,1874,82,S,NW,2
2dir,15,1875,83,NW,W,1
2dir,15,1876,84,SW,NE,1
2dir,15,1877,85,N,NE,1
2dir,15,1878,86,E,NE,2
2dir,15,1879,87,W,W,2
2dir,15,1880,88,NW,E,2
2dir,15,1881,89,NW,N,1
2dir,15,1882,90,W,N,2
2dir,15,1883,91,SW,NW,2
2dir,15,1884,92,SW,NE,2
2dir,15,1885,93,SE,W,1
2dir,15,1886,94,E,NW,2
2dir,15,1887,95,W,SW,2
2dir,15,1888,96,NE,W,2
2dir,15,1889,97,N,SE,2
2dir,15,1890,98,S,E,2
2dir,15,1891,99,N,E,2
2dir,15,1892,100,NE,W,1
2dir,15,1893,101,W,NE,1
2dir,15,1894,102,N,N,2
2dir,15,1895,103,NW,NW,2
2dir,15,1896,104,E,SE,2
2dir,15,1897,105,S,NE,2
2dir,15,1898,106,SE,SW,2
2dir,15,1899,107,NE,S,2
2dir,15,1900,108,SE,NE,1
2dir,15,1901,109,N,W,1
2dir,15,1902,110,SE,E,2
2dir,15,1903,111,NW,NE,1
2dir,15,1904,112,N,SW,2
2dir,15,1905,113,S,SW,2
2dir,15,1906,114,W,S,2
2dir,15,1907,115,SW,SW,2
2dir,15,1908,116,N,E,1
2dir,15,1909,117,SW,S,2
2dir,15,1910,118,S,SE,1
2dir,15,1911,119,SW,W,2
2dir,15,1912,120,E,SW,1
2dir,15,1913,121,S,NE,1
2dir,15,1914,122,SE,SE,1
2dir,15,1915,123,SW,SE,2
2dir,15,1916,124,E,S,2
2dir,15,1917,125,SW,E,1
2dir,15,1918,126,S,SW,1
2dir,15,1919,127,SE,S,2
2dir,15,1920,128,W,E,2
2dir,16,1921,1,W,SE,2
2dir,16,1922,2,NE,S,1
2dir,16,1923,3,N,N,2
2dir,16,1924,4,E,S,2
2dir,16,1925,5,W,E,2
2dir,16,1926,6,SW,S,1
2dir,16,1927,7,SE,NE,1
2dir,16,1928,8,SE,SW,1
2dir,16,1929,9,NW,SE,2
2dir,16,1930,10,W,SW,2
2dir,16,1931,11,NE,NE,2
2dir,16,1932,12,NE,W,1
2dir,16,1933,13,NE,SW,1
2dir,16,1934,14,NE,SW,2
2dir,16,1935,15,SE,S,2
2dir,16,1936,16,N,NW,2
2dir,16,1937,17,S,W,2
2dir,16,1938,18,SE,NW,1
2dir,16,1939,19,NW,NW,1
2dir,16,1940,20,NW,NW,2
2dir,16,1941,21,SW,SW,2
2dir,16,1942,22,E,S,1
2dir,16,1943,23,S,E,1
2dir,16,1944,24,N,S,2
2dir,16,1945,25,SE,S,1
2dir,16,1946,26,SE,E,2
2dir,16,1947,27,SW,W,2
2dir,16,1948,28,SW,N,2
2dir,16,1949,29,E,E,2
2dir,16,1950,30,E,NE,1
2dir,16,1951,31,NW,S,1
2dir,16,1952,32,W,W,2
2dir,16,1953,33,N,SW,2
2dir,16,1954,34,NE,NW,1
2dir,16,1955,35,N,NW,1
2dir,16,1956,36,NE,S,2
2dir,16,1957,37,NE,SE,2
2dir,16,1958,38,NW,S,2
2dir,16,1959,39,NW,E,1
2dir,16,1960,40,S,SW,1
2dir,16,1961,41,SE,N,2
2dir,16,1962,42,E,SE,2
2dir,16,1963,43,SE,SE,1
2dir,16,1964,44,N,SE,1
2dir,16,1965,45,S,NE,1
2dir,16,1966,46,E,N,2
2dir,16,1967,47,NW,SW,1
2dir,16,1968,48,S,NW,2
2dir,16,1969,49,SW,NW,2
2dir,16,1970,50,S,S,2
2dir,16,1971,51,W,NW,1
2dir,16,1972,52,NE,N,2
2dir,16,1973,53,W,N,1
2dir,16,1974,54,NE,NW,2
2dir,16,1975,55,NW,N,1
2dir,16,1976,56,N,NE,1
2dir,16,1977,57,NW,SW,2
2dir,16,1978,58,W,S,2
2dir,16,1979,59,W,SE,1
2dir,16,1980,60,SW,S,2
2dir,16,1981,61,E,NE,2
2dir,16,1982,62,SW,SE,2
2dir,16,1983,63,N,SE,2
2dir,16,1984,64,W,NW,2
2dir,16,1985,65,E,W,1
2dir,16,1986,66,NE,SE,1
2dir,16,1987,67,E,W,2
2dir,16,1988,68,E,NW,2
2dir,16,1989,69,W,SW,1
2dir,16,1990,70,NW,E,2
2dir,16,1991,71,W,N,2
2dir,16,1992,72,NW,NE,1
2dir,16,1993,73,NE,E,2
2dir,16,1994,74,N,E,1
2dir,16,1995,75,SE,N,1
2dir,16,1996,76,SE,SW,2
2dir,16,1997,77,S,S,1
2dir,16,1998,78,S,N,2
2dir,16,1999,79,SW,W,1
2dir,16,2000,80,S,E,2
2dir,16,2001,81,SE,NW,2
2dir,16,2002,82,S,SE,1
2dir,16,2003,83,NW,W,2
2dir,16,2004,84,SW,NE,2
2dir,16,2005,85,N,NE,2
2dir,16,2006,86,E,NW,1
2dir,16,2007,87,W,NE,1
2dir,16,2008,88,NW,W,1
2dir,16,2009,89,NW,N,2
2dir,16,2010,90,W,S,1
2dir,16,2011,91,SW,SE,1
2dir,16,2012,92,SW,NW,1
2dir,16,2013,93,SE,W,2
2dir,16,2014,94,E,SE,1
2dir,16,2015,95,NE,N,1
2dir,16,2016,96,NE,NE,1
2dir,16,2017,97,N,SW,1
2dir,16,2018,98,S,W,1
2dir,16,2019,99,N,W,1
2dir,16,2020,100,NE,W,2
2dir,16,2021,101,W,NE,2
2dir,16,2022,102,N,S,1
2dir,16,2023,103,NW,SE,1
2dir,16,2024,104,E,SW,1
2dir,16,2025,105,S,NW,1
2dir,16,2026,106,SW,N,1
2dir,16,2027,107,NE,E,1
2dir,16,2028,108,SE,NE,2
2dir,16,2029,109,N,W,2
2dir,16,2030,110,SE,W,1
2dir,16,2031,111,NW,NE,2
2dir,16,2032,112,S,N,1
2dir,16,2033,113,E,N,1
2dir,16,2034,114,W,E,1
2dir,16,2035,115,N,N,1
2dir,16,2036,116,N,E,2
2dir,16,2037,117,SW,E,1
2dir,16,2038,118,S,SE,2
2dir,16,2039,119,SW,NE,1
2dir,16,2040,120,E,SW,2
2dir,16,2041,121,S,NE,2
2dir,16,2042,122,SE,SE,2
2dir,16,2043,123,SW,SW,1
2dir,16,2044,124,E,E,1
2dir,16,2045,125,SW,E,2
2dir,16,2046,126,S,SW,2
2dir,16,2047,127,SE,E,1
2dir,16,2048,128,W,W,1
2dir,17,2049,1,W,SW,1
2dir,17,2050,2,NE,S,2
2dir,17,2051,3,N,S,1
2dir,17,2052,4,E,E,1
2dir,17,2053,5,W,W,1
2dir,17,2054,6,SW,S,2
2dir,17,2055,7,SE,NE,2
2dir,17,2056,8,SE,SW,2
2dir,17,2057,9,NW,SW,1
2dir,17,2058,10,NE,N,1
2dir,17,2059,11,NE,NW,1
2dir,17,2060,12,NE,W,2
2dir,17,2061,13,NE,SW,2
2dir,17,2062,14,NW,N,1
2dir,17,2063,15,SE,E,1
2dir,17,2064,16,N,SE,1
2dir,17,2065,17,S,NE,1
2dir,17,2066,18,SE,NW,2
2dir,17,2067,19,NW,NW,2
2dir,17,2068,20,NW,SE,1
2dir,17,2069,21,N,N,1
2dir,17,2070,22,E,S,2
2dir,17,2071,23,S,E,2
2dir,17,2072,24,N,E,1
2dir,17,2073,25,SE,S,2
2dir,17,2074,26,SE,W,1
2dir,17,2075,27,SW,NE,1
2dir,17,2076,28,SW,S,1
2dir,17,2077,29,E,W,1
2dir,17,2078,30,E,NE,2
2dir,17,2079,31,NW,S,2
2dir,17,2080,32,W,NE,1
2dir,17,2081,33,S,N,1
2dir,17,2082,34,NE,NW,2
2dir,17,2083,35,N,NW,2
2dir,17,2084,36,NE,E,1
2dir,17,2085,37,NE,SW,1
2dir,17,2086,38,NW,E,1
2dir,17,2087,39,NW,E,2
2dir,17,2088,40,S,SW,2
2dir,17,2089,41,SE,S,1
2dir,17,2090,42,E,SW,1
2dir,17,2091,43,SE,SE,2
2dir,17,2092,44,N,SE,2
2dir,17,2093,45,S,NE,2
2dir,17,2094,46,E,S,1
2dir,17,2095,47,NW,SW,2
2dir,17,2096,48,S,SE,1
2dir,17,2097,49,SW,SE,1
2dir,17,2098,50,S,E,1
2dir,17,2099,51,W,NW,2
2dir,17,2100,52,NE,S,1
2dir,17,2101,53,W,N,2
2dir,17,2102,54,NE,SE,1
2dir,17,2103,55,NW,N,2
2dir,17,2104,56,N,NE,2
2dir,17,2105,57,SE,N,1
2dir,17,2106,58,W,E,1
2dir,17,2107,59,W,SE,2
2dir,17,2108,60,SW,E,1
2dir,17,2109,61,E,NW,1
2dir,17,2110,62,SW,SW,1
2dir,17,2111,63,N,SW,1
2dir,17,2112,64,W,SE,1
2dir,17,2113,65,E,W,2
2dir,17,2114,66,NE,SE,2
2dir,17,2115,67,E,NE,1
2dir,17,2116,68,E,SE,1
2dir,17,2117,69,W,SW,2
2dir,17,2118,70,NW,W,1
2dir,17,2119,71,W,S,1
2dir,17,2120,72,NW,NE,2
2dir,17,2121,73,NE,W,1
2dir,17,2122,74,N,E,2
2dir,17,2123,75,SE,N,2
2dir,17,2124,76,SW,N,1
2dir,17,2125,77,S,S,2
2dir,17,2126,78,S,S,1
2dir,17,2127,79,SW,W,2
2dir,17,2128,80,S,W,1
2dir,17,2129,81,SE,SE,1
2dir,17,2130,82,S,SE,2
2dir,17,2131,83,NW,NE,1
2dir,17,2132,84,SW,NW,1
2dir,17,2133,85,N,NW,1
2dir,17,2134,86,E,NW,2
2dir,17,2135,87,W,NE,2
2dir,17,2136,88,NW,W,2
2dir,17,2137,89,NW,S,1
2dir,17,2138,90,W,S,2
2dir,17,2139,91,SW,SE,2
2dir,17,2140,92,SW,NW,2
2dir,17,2141,93,SE,NE,1
2dir,17,2142,94,E,SE,2
2dir,17,2143,95,NE,N,2
2dir,17,2144,96,NE,NE,2
2dir,17,2145,97,N,SW,2
2dir,17,2146,98,S,W,2
2dir,17,2147,99,N,W,2
2dir,17,2148,100,NE,NE,1
2dir,17,2149,101,W,NW,1
2dir,17,2150,102,N,S,2
2dir,17,2151,103,NW,SE,2
2dir,17,2152,104,E,SW,2
2dir,17,2153,105,S,NW,2
2dir,17,2154,106,SW,N,2
2dir,17,2155,107,NE,E,2
2dir,17,2156,108,SE,NW,1
2dir,17,2157,109,N,NE,1
2dir,17,2158,110,SE,W,2
2dir,17,2159,111,NW,NW,1
2dir,17,2160,112,S,N,2
2dir,17,2161,113,E,N,2
2dir,17,2162,114,W,E,2
2dir,17,2163,115,N,N,2
2dir,17,2164,116,N,W,1
2dir,17,2165,117,SW,E,2
2dir,17,2166,118,S,SW,1
2dir,17,2167,119,SW,NE,2
2dir,17,2168,120,W,N,1
2dir,17,2169,121,S,NW,1
2dir,17,2170,122,SE,SW,1
2dir,17,2171,123,SW,SW,2
2dir,17,2172,124,E,E,2
2dir,17,2173,125,SW,W,1
2dir,17,2174,126,E,N,1
2dir,17,2175,127,SE,E,2
2dir,17,2176,128,W,W,2
2dir,18,2177,1,W,SW,2
2dir,18,2178,2,NE,E,1
2dir,18,2179,3,N,S,2
2dir,18,2180,4,E,E,2
2dir,18,2181,5,W,W,2
2dir,18,2182,6,SW,E,1
2dir,18,2183,7,SE,NW,1
2dir,18,2184,8,SW,N,1
2dir,18,2185,9,NW,SW,2
2dir,18,2186,10,NE,N,2
2dir,18,2187,11,NE,NW,2
2dir,18,2188,12,NE,NE,1
2dir,18,2189,13,NW,N,1
2dir,18,2190,14,NW,N,2
2dir,18,2191,15,SE,E,2
2dir,18,2192,16,N,SE,2
2dir,18,2193,17,S,NE,2
2dir,18,2194,18,SE,SE,1
2dir,18,2195,19,NW,SE,1
2dir,18,2196,20,NW,SE,2
2dir,18,2197,21,N,N,2
2dir,18,2198,22,E,E,1
2dir,18,2199,23,S,W,1
2dir,18,2200,24,N,E,2
2dir,18,2201,25,SE,E,1
2dir,18,2202,26,SE,W,2
2dir,18,2203,27,SW,NE,2
2dir,18,2204,28,SW,S,2
2dir,18,2205,29,E,W,2
2dir,18,2206,30,E,NW,1
2dir,18,2207,31,NW,E,1
2dir,18,2208,32,W,NE,2
2dir,18,2209,33,S,N,2
2dir,18,2210,34,NE,SE,1
2dir,18,2211,35,N,SE,1
2dir,18,2212,36,NE,E,2
2dir,18,2213,37,NE,SW,2
2dir,18,2214,38,NW,E,2
2dir,18,2215,39,NW,W,1
2dir,18,2216,40,E,N,1
2dir,18,2217,41,SE,S,2
2dir,18,2218,42,E,SW,2
2dir,18,2219,43,SE,SW,1
2dir,18,2220,44,N,SW,1
2dir,18,2221,45,S,NW,1
2dir,18,2222,46,E,S,2
2dir,18,2223,47,SE,N,1
2dir,18,2224,48,S,SE,2
2dir,18,2225,49,SW,SE,2
2dir,18,2226,50,S,E,2
2dir,18,2227,51,W,SE,1
2dir,18,2228,52,NE,S,2
2dir,18,2229,53,W,S,1
2dir,18,2230,54,NE,SE,2
2dir,18,2231,55,NW,S,1
2dir,18,2232,56,N,NW,1
2dir,18,2233,57,SE,N,2
2dir,18,2234,58,W,E,2
2dir,18,2235,59,W,SW,1
2dir,18,2236,60,SW,E,2
2dir,18,2237,61,E,NW,2
2dir,18,2238,62,SW,SW,2
2dir,18,2239,63,N,SW,2
2dir,18,2240,64,W,SE,2
2dir,18,2241,65,E,NE,1
2dir,18,2242,66,NE,SW,1
2dir,18,2243,67,E,NE,2
2dir,18,2244,68,E,SE,2
2dir,18,2245,69,NE,N,1
2dir,18,2246,70,NW,W,2
2dir,18,2247,71,W,S,2
2dir,18,2248,72,NW,NW,1
2dir,18,2249,73,NE,W,2
2dir,18,2250,74,N,W,1
2dir,18,2251,75,SE,S,1
2dir,18,2252,76,SW,N,2
2dir,18,2253,77,S,E,1
2dir,18,2254,78,S,S,2
2dir,18,2255,79,SW,NE,1
2dir,18,2256,80,S,W,2
2dir,18,2257,81,SE,SE,2
2dir,18,2258,82,S,SW,1
2dir,18,2259,83,NW,NE,2
2dir,18,2260,84,SW,NW,2
2dir,18,2261,85,N,NW,2
2dir,18,2262,86,E,SE,1
2dir,18,2263,87,W,NW,1
2dir,18,2264,88,NW,NE,1
2dir,18,2265,89,NW,S,2
2dir,18,2266,90,W,E,1
2dir,18,2267,91,SW,SW,1
2dir,18,2268,92,SW,SE,1
2dir,18,2269,93,SE,NE,2
2dir,18,2270,94,E,SW,1
2dir,18,2271,95,NE,S,1
2dir,18,2272,96,NE,NW,1
2dir,18,2273,97,S,N,1
2dir,18,2274,98,S,NE,1
2dir,18,2275,99,N,NE,1
2dir,18,2276,100,NE,NE,2
2dir,18,2277,101,W,NW,2
2dir,18,2278,102,N,E,1
2dir,18,2279,103,NW,SW,1
2dir,18,2280,104,W,N,1
2dir,18,2281,105,S,SE,1
2dir,18,2282,106,SW,S,1
2dir,18,2283,107,NE,W,1
2dir,18,2284,108,SE,NW,2
2dir,18,2285,109,N,NE,2
2dir,18,2286,110,SE,NE,1
2dir,18,2287,111,NW,NW,2
2dir,18,2288,112,S,S,1
2dir,18,2289,113,E,S,1
2dir,18,2290,114,W,W,1
2dir,18,2291,115,N,S,1
2dir,18,2292,116,N,W,2
2dir,18,2293,117,SW,W,1
2dir,18,2294,118,S,SW,2
2dir,18,2295,119,SW,NW,1
2dir,18,2296,120,W,N,2
2dir,18,2297,121,S,NW,2
2dir,18,2298,122,SE,SW,2
2dir,18,2299,123,N,N,1
2dir,18,2300,124,E,W,1
2dir,18,2301,125,SW,W,2
2dir,18,2302,126,E,N,2
2dir,18,2303,127,SE,W,1
2dir,18,2304,128,W,NE,1
2dir,19,2305,1,NE,N,1
2dir,19,2306,2,NE,E,2
2dir,19,2307,3,N,E,1
2dir,19,2308,4,E,W,1
2dir,19,2309,5,W,NE,1
2dir,19,2310,6,SW,E,2
2dir,19,2311,7,SE,NW,2
2dir,19,2312,8,SW,N,2
2dir,19,2313,9,SE,N,1
2dir,19,2314,10,NE,S,1
2dir,19,2315,11,NE,SE,1
2dir,19,2316,12,NE,NE,2
2dir,19,2317,13,NW,N,2
2dir,19,2318,14,NW,S,1
2dir,19,2319,15,SE,W,1
2dir,19,2320,16,N,SW,1
2dir,19,2321,17,S,NW,1
2dir,19,2322,18,SE,SE,2
2dir,19,2323,19,NW,SE,2
2dir,19,2324,20,NW,SW,1
2dir,19,2325,21,N,S,1
2dir,19,2326,22,E,E,2
2dir,19,2327,23,S,W,2
2dir,19,2328,24,N,W,1
2dir,19,2329,25,SE,E,2
2dir,19,2330,26,SE,NE,1
2dir,19,2331,27,SW,NW,1
2dir,19,2332,28,SW,E,1
2dir,19,2333,29,E,NE,1
2dir,19,2334,30,E,NW,2
2dir,19,2335,31,NW,E,2
2dir,19,2336,32,W,NW,1
2dir,19,2337,33,S,S,1
2dir,19,2338,34,NE,SE,2
2dir,19,2339,35,N,SE,2
2dir,19,2340,36,NE,W,1
2dir,19,2341,37,NW,N,1
2dir,19,2342,38,NW,W,1
2dir,19,2343,39,NW,W,2
2dir,19,2344,40,E,N,2
2dir,19,2345,41,SE,E,1
2dir,19,2346,42,W,N,1
2dir,19,2347,43,SE,SW,2
2dir,19,2348,44,N,SW,2
2dir,19,2349,45,S,NW,2
2dir,19,2350,46,E,E,1
2dir,19,2351,47,SE,N,2
2dir,19,2352,48,S,SW,1
2dir,19,2353,49,SW,SW,1
2dir,19,2354,50,S,W,1
2dir,19,2355,51,W,SE,2
2dir,19,2356,52,NE,E,1
2dir,19,2357,53,W,S,2
2dir,19,2358,54,NE,SW,1
2dir,19,2359,55,NW,S,2
2dir,19,2360,56,N,NW,2
2dir,19,2361,57,SE,S,1
2dir,19,2362,58,W,W,1
2dir,19,2363,59,W,SW,2
2dir,19,2364,60,SW,W,1
2dir,19,2365,61,E,SE,1
2dir,19,2366,62,N,N,1
2dir,19,2367,63,S,N,1
2dir,19,2368,64,W,SW,1
2dir,19,2369,65,E,NE,2
2dir,19,2370,66,NE,SW,2
2dir,19,2371,67,E,NW,1
2dir,19,2372,68,E,SW,1
2dir,19,2373,69,NE,N,2
2dir,19,2374,70,NW,NE,1
2dir,19,2375,71,W,E,1
2dir,19,2376,72,NW,NW,2
2dir,19,2377,73,NE,NE,1
2dir,19,2378,74,N,W,2
2dir,19,2379,75,SE,S,2
2dir,19,2380,76,SW,S,1
2dir,19,2381,77,S,E,2
