DesignName,ParticipantID,TrialID,Block1,Letter1,Letter2,Modifier1,Modifier2,Size
2key,11,4801,301,Right,Middle,Alt,Alt,2
2key,11,4802,302,Right,Middle,None,Alt,1
2key,11,4803,303,Right,Left,CMD,None,2
2key,11,4804,304,Right,Middle,Alt,CMD_Alt_Shift,1
2key,11,4805,305,Middle,Left,Alt,CMD,1
2key,11,4806,306,Left,Right,CMD,CMD_Shift,1
2key,11,4807,307,Right,Left,CMD_Alt_Shift,CMD_Shift,2
2key,11,4808,308,Middle,Left,CMD_Shift,Alt,2
2key,11,4809,309,Left,Right,CMD_Alt_Shift,CMD,2
2key,11,4810,310,Right,Right,None,Alt,1
2key,11,4811,311,Left,Middle,Alt,None,1
2key,11,4812,312,Right,Right,CMD,CMD_Alt_Shift,2
2key,11,4813,313,Middle,Left,Alt,CMD_Alt_Shift,2
2key,11,4814,314,Left,Right,CMD,CMD_Alt_Shift,2
2key,11,4815,315,Left,Left,CMD_Shift,CMD_Shift,2
2key,11,4816,316,Left,Right,CMD_Shift,None,1
2key,11,4817,317,Right,Right,CMD,CMD,2
2key,11,4818,318,Right,Right,Alt,None,1
2key,11,4819,319,Middle,Middle,CMD_Shift,None,2
2key,11,4820,320,Left,Middle,CMD_Alt_Shift,CMD_Alt_Shift,1
2key,11,4821,321,Middle,Left,None,None,2
2key,11,4822,322,Middle,Middle,CMD_Alt_Shift,CMD_Alt_Shift,2
2key,11,4823,323,Left,Middle,CMD_Alt_Shift,CMD_Shift,2
2key,11,4824,324,Right,Left,Alt,None,2
2key,11,4825,325,Right,Right,CMD,CMD_Shift,2
2key,11,4826,326,Right,Left,None,None,1
2key,11,4827,327,Right,Left,CMD,CMD,1
2key,11,4828,328,Left,Middle,Alt,CMD_Alt_Shift,2
2key,11,4829,329,Right,Left,Alt,CMD,1
2key,11,4830,330,Middle,Middle,Alt,None,1
2key,11,4831,331,Left,Right,CMD_Shift,CMD,1
2key,11,4832,332,Right,Middle,CMD_Shift,None,1
2key,11,4833,333,Right,Middle,None,None,1
2key,11,4834,334,Middle,Left,CMD_Alt_Shift,CMD_Alt_Shift,2
2key,11,4835,335,Middle,Middle,Alt,Alt,2
2key,11,4836,336,Left,Right,CMD_Shift,CMD_Alt_Shift,2
2key,11,4837,337,Right,Right,CMD_Alt_Shift,Alt,2
2key,11,4838,338,Left,Middle,CMD_Alt_Shift,None,1
2key,11,4839,339,Left,Left,CMD,None,2
2key,11,4840,340,Middle,Middle,CMD_Alt_Shift,None,1
2key,11,4841,341,Middle,Left,None,CMD_Alt_Shift,2
2key,11,4842,342,Left,Middle,CMD_Alt_Shift,CMD_Shift,1
2key,11,4843,343,Middle,Middle,Alt,CMD_Shift,2
2key,11,4844,344,Middle,Left,CMD_Alt_Shift,CMD_Shift,2
2key,11,4845,345,Right,Middle,CMD_Alt_Shift,CMD_Alt_Shift,2
2key,11,4846,346,Right,Left,None,None,2
2key,11,4847,347,Right,Left,Alt,CMD_Shift,2
2key,11,4848,348,Middle,Right,Alt,None,2
2key,11,4849,349,Left,Left,Alt,Alt,2
2key,11,4850,350,Middle,Middle,CMD_Alt_Shift,CMD_Alt_Shift,1
2key,11,4851,351,Middle,Left,CMD,CMD,1
2key,11,4852,352,Left,Middle,CMD,CMD_Shift,1
2key,11,4853,353,Right,Right,None,CMD_Alt_Shift,1
2key,11,4854,354,Middle,Middle,CMD_Alt_Shift,CMD,1
2key,11,4855,355,Middle,Left,CMD,CMD_Alt_Shift,1
2key,11,4856,356,Right,Middle,None,Alt,2
2key,11,4857,357,Right,Middle,CMD_Shift,CMD,2
2key,11,4858,358,Right,Right,CMD_Alt_Shift,None,2
2key,11,4859,359,Left,Middle,CMD_Alt_Shift,CMD_Alt_Shift,2
2key,11,4860,360,Right,Left,CMD,CMD_Shift,2
2key,11,4861,361,Left,Left,CMD_Shift,CMD,2
2key,11,4862,362,Left,Middle,None,CMD,2
2key,11,4863,363,Right,Middle,None,CMD_Shift,2
2key,11,4864,364,Left,Middle,None,CMD_Shift,1
2key,11,4865,365,Left,Middle,CMD,CMD,1
2key,11,4866,366,Right,Right,Alt,Alt,2
2key,11,4867,367,Left,Right,CMD,CMD_Alt_Shift,1
2key,11,4868,368,Left,Left,CMD_Shift,Alt,1
2key,11,4869,369,Left,Middle,Alt,CMD,1
2key,11,4870,370,Left,Left,None,CMD_Alt_Shift,1
2key,11,4871,371,Left,Left,None,CMD_Shift,2
2key,11,4872,372,Right,Left,CMD_Alt_Shift,CMD,1
2key,11,4873,373,Right,Middle,Alt,CMD_Alt_Shift,2
2key,11,4874,374,Right,Right,CMD_Shift,CMD_Shift,1
2key,11,4875,375,Left,Left,CMD_Shift,None,2
2key,11,4876,376,Left,Middle,CMD_Shift,None,1
2key,11,4877,377,Middle,Right,CMD,CMD_Alt_Shift,1
2key,11,4878,378,Middle,Left,Alt,CMD_Shift,2
2key,11,4879,379,Left,Middle,Alt,CMD_Alt_Shift,1
2key,11,4880,380,Right,Right,Alt,CMD_Alt_Shift,2
2key,11,4881,381,Left,Middle,None,CMD_Alt_Shift,1
2key,11,4882,382,Right,Right,CMD_Alt_Shift,CMD,2
2key,11,4883,383,Left,Right,CMD,Alt,1
2key,11,4884,384,Right,Middle,CMD,Alt,2
2key,11,4885,385,Middle,Right,CMD_Alt_Shift,CMD_Alt_Shift,1
2key,11,4886,386,Right,Middle,CMD,CMD,1
2key,11,4887,387,Middle,Middle,CMD_Alt_Shift,CMD_Shift,1
2key,11,4888,388,Left,Left,None,CMD_Shift,1
2key,11,4889,389,Left,Right,CMD_Alt_Shift,Alt,2
2key,11,4890,390,Left,Left,None,None,1
2key,11,4891,391,Middle,Right,Alt,CMD_Shift,1
2key,11,4892,392,Right,Left,CMD,Alt,1
2key,11,4893,393,Right,Right,Alt,None,2
2key,11,4894,394,Left,Middle,CMD,Alt,1
2key,11,4895,395,Left,Right,None,CMD,2
2key,11,4896,396,Middle,Middle,Alt,CMD_Alt_Shift,1
2key,11,4897,397,Middle,Right,CMD_Shift,None,1
2key,11,4898,398,Middle,Middle,CMD_Shift,None,1
2key,11,4899,399,Right,Right,CMD,CMD_Alt_Shift,1
2key,11,4900,400,Middle,Middle,CMD,Alt,1
2key,11,4901,401,Middle,Left,None,CMD_Alt_Shift,1
2key,11,4902,402,Right,Right,None,None,2
2key,11,4903,403,Right,Left,None,Alt,2
2key,11,4904,404,Right,Left,CMD_Shift,CMD_Shift,1
2key,11,4905,405,Middle,Middle,CMD,CMD,1
2key,11,4906,406,Left,Right,CMD_Alt_Shift,CMD_Alt_Shift,2
2key,11,4907,407,Middle,Right,None,CMD,1
2key,11,4908,408,Right,Left,Alt,CMD_Alt_Shift,1
2key,11,4909,409,Middle,Middle,Alt,None,2
2key,11,4910,410,Middle,Middle,CMD,CMD_Shift,1
2key,11,4911,411,Right,Right,CMD_Shift,Alt,1
2key,11,4912,412,Left,Right,None,Alt,1
2key,11,4913,413,Right,Middle,CMD_Shift,Alt,1
2key,11,4914,414,Right,Left,None,CMD_Alt_Shift,2
2key,11,4915,415,Right,Right,CMD,CMD_Shift,1
2key,11,4916,416,Right,Middle,CMD_Alt_Shift,CMD,1
2key,11,4917,417,Left,Middle,CMD_Alt_Shift,Alt,1
2key,11,4918,418,Right,Left,Alt,CMD,2
2key,11,4919,419,Middle,Right,None,Alt,2
2key,11,4920,420,Left,Left,CMD_Shift,CMD,1
2key,11,4921,421,Middle,Left,CMD_Shift,CMD_Shift,2
2key,11,4922,422,Middle,Right,CMD_Shift,None,2
2key,11,4923,423,Right,Left,CMD_Shift,None,1
2key,11,4924,424,Left,Left,CMD_Shift,CMD_Shift,1
2key,11,4925,425,Middle,Middle,CMD_Shift,CMD,2
2key,11,4926,426,Right,Left,Alt,CMD_Alt_Shift,2
2key,11,4927,427,Left,Right,CMD_Alt_Shift,Alt,1
2key,11,4928,428,Left,Left,Alt,CMD_Alt_Shift,1
2key,11,4929,429,Left,Middle,CMD_Alt_Shift,None,2
2key,11,4930,430,Middle,Middle,CMD_Shift,CMD_Alt_Shift,2
2key,11,4931,431,Left,Left,Alt,CMD,1
2key,11,4932,432,Right,Right,Alt,CMD,1
2key,11,4933,433,Middle,Right,CMD_Shift,CMD_Alt_Shift,1
2key,11,4934,434,Middle,Right,None,None,1
2key,11,4935,435,Middle,Right,CMD,CMD,1
2key,11,4936,436,Left,Middle,CMD,CMD_Alt_Shift,2
2key,11,4937,437,Right,Middle,CMD,CMD_Alt_Shift,2
2key,11,4938,438,Middle,Left,CMD_Alt_Shift,Alt,1
2key,11,4939,439,Left,Right,None,CMD,1
2key,11,4940,440,Right,Right,CMD_Alt_Shift,CMD_Alt_Shift,1
2key,11,4941,441,Right,Middle,None,CMD,2
2key,11,4942,442,Left,Right,None,None,1
2key,11,4943,443,Right,Middle,None,CMD,1
2key,11,4944,444,Left,Left,CMD,Alt,1
2key,11,4945,445,Left,Left,Alt,Alt,1
2key,11,4946,446,Right,Left,Alt,Alt,2
2key,11,4947,447,Right,Middle,CMD_Shift,None,2
2key,11,4948,448,Middle,Right,CMD_Alt_Shift,CMD_Alt_Shift,2
2key,11,4949,449,Left,Left,CMD,CMD,1
2key,11,4950,450,Right,Right,CMD_Shift,CMD,2
2key,12,4951,1,Right,Middle,None,None,1
2key,12,4952,2,Left,Middle,CMD,CMD,1
2key,12,4953,3,Left,Right,Alt,Alt,2
2key,12,4954,4,Left,Left,CMD_Shift,None,2
2key,12,4955,5,Left,Left,CMD_Alt_Shift,CMD_Alt_Shift,2
2key,12,4956,6,Middle,Middle,CMD_Shift,Alt,2
2key,12,4957,7,Right,Middle,CMD,CMD_Alt_Shift,2
2key,12,4958,8,Left,Right,None,CMD_Shift,1
2key,12,4959,9,Left,Middle,CMD_Shift,CMD_Alt_Shift,2
2key,12,4960,10,Right,Middle,CMD_Alt_Shift,None,2
2key,12,4961,11,Right,Right,CMD,CMD_Shift,1
2key,12,4962,12,Left,Middle,CMD,CMD_Shift,1
2key,12,4963,13,Middle,Middle,Alt,CMD,2
2key,12,4964,14,Left,Middle,Alt,Alt,2
2key,12,4965,15,Right,Right,Alt,CMD_Shift,2
2key,12,4966,16,Left,Right,CMD_Shift,Alt,2
2key,12,4967,17,Middle,Left,Alt,Alt,2
2key,12,4968,18,Right,Left,CMD,CMD_Alt_Shift,2
2key,12,4969,19,Middle,Right,None,Alt,2
2key,12,4970,20,Middle,Middle,None,CMD_Shift,2
2key,12,4971,21,Left,Right,Alt,CMD,2
2key,12,4972,22,Middle,Right,CMD_Alt_Shift,CMD_Shift,2
2key,12,4973,23,Middle,Left,CMD_Alt_Shift,CMD_Shift,2
2key,12,4974,24,Middle,Middle,None,CMD_Alt_Shift,2
2key,12,4975,25,Right,Left,CMD_Alt_Shift,Alt,2
2key,12,4976,26,Right,Middle,None,CMD,1
2key,12,4977,27,Middle,Middle,CMD,CMD_Alt_Shift,2
2key,12,4978,28,Middle,Left,CMD_Shift,CMD_Alt_Shift,2
2key,12,4979,29,Middle,Left,CMD,CMD_Alt_Shift,1
2key,12,4980,30,Right,Right,CMD,CMD,1
2key,12,4981,31,Left,Middle,Alt,CMD_Alt_Shift,1
2key,12,4982,32,Right,Right,Alt,Alt,2
2key,12,4983,33,Right,Right,CMD_Shift,CMD,1
2key,12,4984,34,Right,Left,CMD_Alt_Shift,CMD_Shift,2
2key,12,4985,35,Middle,Left,Alt,CMD,1
2key,12,4986,36,Right,Middle,Alt,Alt,2
2key,12,4987,37,Right,Left,CMD,Alt,1
2key,12,4988,38,Right,Middle,CMD_Shift,CMD_Alt_Shift,2
2key,12,4989,39,Right,Left,CMD_Shift,CMD_Alt_Shift,1
2key,12,4990,40,Middle,Middle,None,Alt,2
2key,12,4991,41,Left,Middle,CMD_Alt_Shift,CMD,2
2key,12,4992,42,Right,Middle,None,CMD_Shift,2
2key,12,4993,43,Middle,Left,Alt,None,1
2key,12,4994,44,Right,Right,CMD,None,2
2key,12,4995,45,Left,Left,Alt,None,1
2key,12,4996,46,Right,Middle,CMD_Alt_Shift,CMD_Shift,1
2key,12,4997,47,Right,Middle,CMD_Alt_Shift,CMD_Alt_Shift,2
2key,12,4998,48,Right,Right,CMD_Alt_Shift,None,2
2key,12,4999,49,Right,Middle,Alt,CMD_Shift,2
2key,12,5000,50,Middle,Left,CMD_Alt_Shift,None,1
2key,12,5001,51,Right,Middle,CMD_Alt_Shift,CMD_Shift,2
2key,12,5002,52,Left,Middle,CMD,None,2
2key,12,5003,53,Middle,Right,CMD_Alt_Shift,Alt,2
2key,12,5004,54,Right,Left,Alt,None,2
2key,12,5005,55,Right,Left,Alt,CMD_Shift,2
2key,12,5006,56,Left,Right,CMD_Shift,CMD,1
2key,12,5007,57,Right,Left,CMD,CMD_Shift,2
2key,12,5008,58,Right,Left,CMD_Shift,Alt,1
2key,12,5009,59,Middle,Right,CMD,None,2
2key,12,5010,60,Middle,Middle,CMD_Alt_Shift,CMD_Shift,1
2key,12,5011,61,Middle,Middle,Alt,Alt,1
2key,12,5012,62,Left,Right,Alt,None,2
2key,12,5013,63,Middle,Right,None,CMD_Alt_Shift,2
2key,12,5014,64,Left,Middle,None,Alt,2
2key,12,5015,65,Right,Middle,Alt,None,2
2key,12,5016,66,Middle,Left,None,Alt,2
2key,12,5017,67,Right,Middle,Alt,CMD_Alt_Shift,1
2key,12,5018,68,Right,Middle,CMD_Alt_Shift,CMD_Alt_Shift,1
2key,12,5019,69,Middle,Right,CMD,CMD_Alt_Shift,1
2key,12,5020,70,Right,Middle,CMD_Shift,CMD_Shift,1
2key,12,5021,71,Right,Middle,CMD_Alt_Shift,CMD,1
2key,12,5022,72,Middle,Right,Alt,CMD_Alt_Shift,2
2key,12,5023,73,Middle,Right,CMD_Shift,None,1
2key,12,5024,74,Left,Right,Alt,CMD_Alt_Shift,1
2key,12,5025,75,Right,Right,CMD_Shift,CMD_Alt_Shift,2
2key,12,5026,76,Middle,Right,CMD_Alt_Shift,CMD,2
2key,12,5027,77,Left,Left,CMD,Alt,1
2key,12,5028,78,Middle,Right,Alt,CMD_Alt_Shift,1
2key,12,5029,79,Left,Right,CMD,Alt,1
2key,12,5030,80,Middle,Middle,Alt,None,1
2key,12,5031,81,Left,Left,None,None,1
2key,12,5032,82,Right,Middle,CMD_Shift,CMD_Alt_Shift,1
2key,12,5033,83,Left,Middle,CMD_Shift,CMD,2
2key,12,5034,84,Middle,Left,CMD_Shift,None,2
2key,12,5035,85,Right,Right,CMD_Alt_Shift,CMD_Shift,2
2key,12,5036,86,Right,Left,Alt,Alt,2
2key,12,5037,87,Left,Middle,None,CMD,1
2key,12,5038,88,Left,Middle,CMD_Shift,CMD,1
2key,12,5039,89,Left,Middle,Alt,CMD_Shift,2
2key,12,5040,90,Right,Left,CMD_Alt_Shift,Alt,1
2key,12,5041,91,Right,Right,Alt,CMD_Alt_Shift,1
2key,12,5042,92,Right,Right,None,None,2
2key,12,5043,93,Right,Right,CMD_Shift,CMD_Shift,1
2key,12,5044,94,Left,Left,CMD_Alt_Shift,None,1
2key,12,5045,95,Left,Middle,CMD,None,1
2key,12,5046,96,Middle,Middle,None,CMD_Alt_Shift,1
2key,12,5047,97,Left,Right,CMD_Shift,CMD_Alt_Shift,1
2key,12,5048,98,Left,Right,CMD_Alt_Shift,CMD,2
2key,12,5049,99,Middle,Middle,CMD,CMD,1
2key,12,5050,100,Right,Middle,CMD_Alt_Shift,Alt,1
2key,12,5051,101,Left,Middle,None,CMD,2
2key,12,5052,102,Left,Right,Alt,CMD_Shift,1
2key,12,5053,103,Left,Middle,CMD_Shift,CMD_Alt_Shift,1
2key,12,5054,104,Left,Left,CMD_Alt_Shift,CMD,1
2key,12,5055,105,Left,Left,Alt,CMD,1
2key,12,5056,106,Left,Right,None,CMD_Alt_Shift,1
2key,12,5057,107,Middle,Middle,CMD_Alt_Shift,CMD_Alt_Shift,1
2key,12,5058,108,Right,Right,None,CMD_Shift,1
2key,12,5059,109,Left,Left,None,CMD_Shift,1
2key,12,5060,110,Right,Left,CMD_Shift,CMD,2
2key,12,5061,111,Left,Right,CMD_Alt_Shift,CMD_Alt_Shift,2
2key,12,5062,112,Right,Right,Alt,CMD_Alt_Shift,2
2key,12,5063,113,Middle,Middle,CMD_Alt_Shift,Alt,2
2key,12,5064,114,Middle,Right,CMD,None,1
2key,12,5065,115,Left,Right,Alt,Alt,1
2key,12,5066,116,Middle,Right,CMD,Alt,2
2key,12,5067,117,Middle,Left,None,CMD_Alt_Shift,1
2key,12,5068,118,Middle,Right,None,Alt,1
2key,12,5069,119,Left,Right,CMD,CMD_Shift,1
2key,12,5070,120,Left,Left,CMD_Alt_Shift,CMD,2
2key,12,5071,121,Left,Left,Alt,None,2
2key,12,5072,122,Right,Middle,CMD,CMD_Shift,2
2key,12,5073,123,Right,Right,CMD_Shift,None,2
2key,12,5074,124,Right,Middle,CMD,CMD_Alt_Shift,1
2key,12,5075,125,Left,Right,CMD,CMD,2
2key,12,5076,126,Middle,Left,None,Alt,1
2key,12,5077,127,Right,Right,CMD_Alt_Shift,CMD,2
2key,12,5078,128,Middle,Left,None,None,2
2key,12,5079,129,Left,Right,None,CMD_Alt_Shift,2
2key,12,5080,130,Left,Middle,CMD_Alt_Shift,Alt,1
2key,12,5081,131,Left,Right,Alt,CMD_Alt_Shift,2
2key,12,5082,132,Right,Left,None,Alt,1
2key,12,5083,133,Right,Left,None,CMD,2
2key,12,5084,134,Middle,Middle,CMD,CMD_Shift,1
2key,12,5085,135,Middle,Middle,Alt,Alt,2
2key,12,5086,136,Left,Middle,CMD_Alt_Shift,None,1
2key,12,5087,137,Left,Left,CMD,CMD_Alt_Shift,2
2key,12,5088,138,Middle,Left,CMD,CMD_Shift,2
2key,12,5089,139,Middle,Left,Alt,CMD_Alt_Shift,2
2key,12,5090,140,Left,Middle,CMD,CMD_Alt_Shift,2
2key,12,5091,141,Left,Middle,None,None,1
2key,12,5092,142,Left,Left,Alt,CMD_Shift,2
2key,12,5093,143,Middle,Right,Alt,None,2
2key,12,5094,144,Right,Right,CMD_Shift,CMD,2
2key,12,5095,145,Left,Right,CMD_Alt_Shift,CMD_Alt_Shift,1
2key,12,5096,146,Middle,Left,Alt,CMD_Shift,1
2key,12,5097,147,Left,Left,CMD_Alt_Shift,Alt,2
2key,12,5098,148,Left,Right,CMD,CMD,1
2key,12,5099,149,Left,Right,CMD_Shift,CMD_Shift,1
2key,12,5100,150,Left,Left,CMD_Shift,CMD_Alt_Shift,2
2key,12,5101,151,Right,Right,None,CMD_Shift,2
2key,12,5102,152,Right,Left,CMD_Alt_Shift,CMD_Alt_Shift,2
2key,12,5103,153,Middle,Middle,CMD_Shift,CMD_Alt_Shift,1
2key,12,5104,154,Left,Middle,CMD_Shift,CMD_Shift,1
2key,12,5105,155,Middle,Middle,CMD_Shift,CMD_Shift,1
2key,12,5106,156,Left,Left,CMD_Alt_Shift,None,2
2key,12,5107,157,Middle,Middle,Alt,CMD_Shift,2
2key,12,5108,158,Right,Middle,CMD_Alt_Shift,None,1
2key,12,5109,159,Right,Middle,CMD,None,2
2key,12,5110,160,Right,Left,CMD_Shift,CMD_Shift,1
2key,12,5111,161,Right,Middle,CMD,Alt,2
2key,12,5112,162,Left,Right,CMD_Shift,Alt,1
2key,12,5113,163,Left,Left,CMD_Shift,CMD_Shift,1
2key,12,5114,164,Right,Left,CMD_Alt_Shift,CMD_Shift,1
2key,12,5115,165,Middle,Middle,CMD,None,1
2key,12,5116,166,Left,Middle,CMD_Shift,Alt,1
2key,12,5117,167,Left,Left,CMD_Shift,None,1
2key,12,5118,168,Left,Left,Alt,Alt,1
2key,12,5119,169,Left,Middle,CMD_Shift,Alt,2
2key,12,5120,170,Middle,Middle,None,Alt,1
2key,12,5121,171,Right,Left,CMD,CMD_Shift,1
2key,12,5122,172,Middle,Left,CMD_Alt_Shift,CMD_Alt_Shift,2
2key,12,5123,173,Left,Left,CMD,CMD_Shift,1
2key,12,5124,174,Middle,Left,CMD,Alt,2
2key,12,5125,175,Right,Left,None,CMD_Alt_Shift,2
2key,12,5126,176,Right,Left,CMD_Shift,CMD,1
2key,12,5127,177,Right,Middle,Alt,CMD,1
2key,12,5128,178,Middle,Left,CMD_Alt_Shift,CMD_Shift,1
2key,12,5129,179,Left,Right,CMD_Shift,CMD_Alt_Shift,2
2key,12,5130,180,Middle,Right,CMD_Shift,CMD_Shift,2
2key,12,5131,181,Middle,Right,CMD_Alt_Shift,None,1
2key,12,5132,182,Right,Right,CMD,None,1
2key,12,5133,183,Left,Left,CMD,CMD_Alt_Shift,1
2key,12,5134,184,Left,Left,None,CMD,1
2key,12,5135,185,Left,Left,None,CMD,2
2key,12,5136,186,Left,Right,Alt,CMD,1
2key,12,5137,187,Middle,Middle,CMD_Shift,CMD_Shift,2
2key,12,5138,188,Middle,Middle,CMD_Alt_Shift,Alt,1
2key,12,5139,189,Middle,Right,Alt,None,1
2key,12,5140,190,Middle,Middle,None,CMD_Shift,1
2key,12,5141,191,Middle,Left,CMD,CMD_Shift,1
2key,12,5142,192,Middle,Left,Alt,CMD_Shift,2
2key,12,5143,193,Middle,Left,CMD_Shift,CMD,2
2key,12,5144,194,Middle,Right,None,CMD,1
2key,12,5145,195,Right,Middle,None,CMD_Alt_Shift,2
2key,12,5146,196,Middle,Middle,CMD_Shift,CMD,2
2key,12,5147,197,Middle,Right,CMD_Alt_Shift,CMD_Alt_Shift,1
2key,12,5148,198,Middle,Middle,CMD,Alt,1
2key,12,5149,199,Left,Right,Alt,CMD_Shift,2
2key,12,5150,200,Middle,Right,CMD_Shift,CMD,2
2key,12,5151,201,Right,Left,Alt,None,1
2key,12,5152,202,Middle,Right,CMD,CMD,1
2key,12,5153,203,Right,Middle,Alt,CMD,2
2key,12,5154,204,Right,Right,CMD_Alt_Shift,None,1
2key,12,5155,205,Right,Left,None,CMD_Alt_Shift,1
2key,12,5156,206,Left,Right,None,CMD,1
2key,12,5157,207,Left,Left,CMD_Alt_Shift,CMD_Shift,2
2key,12,5158,208,Middle,Right,Alt,Alt,1
2key,12,5159,209,Right,Left,CMD,None,2
2key,12,5160,210,Left,Left,CMD,CMD_Shift,2
2key,12,5161,211,Middle,Right,Alt,CMD,2
2key,12,5162,212,Right,Right,CMD_Alt_Shift,CMD_Alt_Shift,1
2key,12,5163,213,Left,Middle,Alt,Alt,1
2key,12,5164,214,Right,Right,CMD_Alt_Shift,Alt,2
2key,12,5165,215,Right,Right,None,CMD,2
2key,12,5166,216,Middle,Left,Alt,Alt,1
2key,12,5167,217,Left,Middle,Alt,CMD,1
2key,12,5168,218,Right,Right,CMD,Alt,2
2key,12,5169,219,Middle,Left,CMD_Alt_Shift,Alt,1
2key,12,5170,220,Middle,Right,None,CMD_Alt_Shift,1
2key,12,5171,221,Left,Right,CMD,CMD_Alt_Shift,1
2key,12,5172,222,Middle,Middle,CMD,CMD_Alt_Shift,1
2key,12,5173,223,Left,Left,CMD_Alt_Shift,CMD_Shift,1
2key,12,5174,224,Middle,Middle,None,None,2
2key,12,5175,225,Right,Right,CMD,CMD,2
2key,12,5176,226,Left,Middle,None,None,2
2key,12,5177,227,Middle,Middle,None,CMD,2
2key,12,5178,228,Middle,Right,CMD,Alt,1
2key,12,5179,229,Middle,Left,CMD_Shift,CMD,1
2key,12,5180,230,Right,Middle,CMD,Alt,1
2key,12,5181,231,Right,Left,CMD_Shift,Alt,2
2key,12,5182,232,Middle,Right,CMD_Alt_Shift,CMD,1
2key,12,5183,233,Middle,Right,Alt,Alt,2
2key,12,5184,234,Left,Middle,Alt,CMD_Shift,1
2key,12,5185,235,Left,Left,Alt,CMD_Alt_Shift,1
2key,12,5186,236,Middle,Right,None,CMD_Shift,2
2key,12,5187,237,Middle,Left,CMD_Shift,CMD_Shift,2
2key,12,5188,238,Right,Left,CMD_Shift,CMD_Alt_Shift,2
2key,12,5189,239,Left,Middle,CMD_Alt_Shift,CMD_Shift,1
2key,12,5190,240,Middle,Right,CMD,CMD_Shift,2
2key,12,5191,241,Middle,Right,CMD_Shift,Alt,1
2key,12,5192,242,Left,Middle,CMD,Alt,1
2key,12,5193,243,Middle,Left,CMD_Shift,Alt,1
2key,12,5194,244,Middle,Left,None,CMD,2
2key,12,5195,245,Middle,Left,CMD,Alt,1
2key,12,5196,246,Middle,Right,CMD_Shift,CMD_Alt_Shift,1
2key,12,5197,247,Middle,Right,CMD_Shift,CMD_Shift,1
2key,12,5198,248,Left,Left,CMD_Alt_Shift,Alt,1
2key,12,5199,249,Left,Right,CMD_Shift,CMD_Shift,2
2key,12,5200,250,Left,Left,CMD_Alt_Shift,CMD_Alt_Shift,1
2key,12,5201,251,Middle,Right,CMD_Alt_Shift,CMD_Shift,1
2key,12,5202,252,Left,Right,CMD_Shift,None,1
2key,12,5203,253,Right,Middle,CMD_Shift,CMD_Shift,2
2key,12,5204,254,Middle,Right,CMD_Alt_Shift,None,2
2key,12,5205,255,Left,Right,CMD_Alt_Shift,None,2
2key,12,5206,256,Middle,Middle,CMD,None,2
2key,12,5207,257,Right,Left,CMD_Alt_Shift,CMD,1
2key,12,5208,258,Left,Middle,None,CMD_Alt_Shift,1
2key,12,5209,259,Right,Middle,CMD_Alt_Shift,Alt,2
2key,12,5210,260,Middle,Left,CMD,CMD,1
2key,12,5211,261,Left,Left,None,Alt,2
2key,12,5212,262,Middle,Right,Alt,CMD_Shift,1
2key,12,5213,263,Left,Left,CMD,None,1
2key,12,5214,264,Right,Middle,Alt,Alt,1
2key,12,5215,265,Left,Middle,CMD,CMD_Alt_Shift,1
2key,12,5216,266,Middle,Left,CMD_Alt_Shift,CMD,1
2key,12,5217,267,Right,Right,None,CMD_Alt_Shift,1
2key,12,5218,268,Right,Left,None,Alt,2
2key,12,5219,269,Right,Right,Alt,Alt,1
2key,12,5220,270,Right,Right,None,Alt,1
2key,12,5221,271,Middle,Left,None,CMD_Shift,2
2key,12,5222,272,Left,Left,CMD,None,2
2key,12,5223,273,Left,Right,CMD_Alt_Shift,CMD_Shift,2
2key,12,5224,274,Left,Right,CMD_Alt_Shift,CMD,1
2key,12,5225,275,Left,Right,None,CMD_Shift,2
2key,12,5226,276,Left,Right,CMD,None,2
2key,12,5227,277,Left,Left,None,Alt,1
2key,12,5228,278,Middle,Middle,CMD_Shift,CMD_Alt_Shift,2
2key,12,5229,279,Middle,Left,CMD_Shift,Alt,2
2key,12,5230,280,Middle,Middle,CMD_Shift,None,1
2key,12,5231,281,Right,Middle,CMD,None,1
2key,12,5232,282,Middle,Right,CMD,CMD_Shift,1
2key,12,5233,283,Middle,Right,CMD_Shift,Alt,2
2key,12,5234,284,Middle,Left,CMD_Alt_Shift,None,2
2key,12,5235,285,Middle,Right,CMD_Alt_Shift,Alt,1
2key,12,5236,286,Left,Middle,None,CMD_Shift,1
2key,12,5237,287,Middle,Middle,None,CMD,1
2key,12,5238,288,Left,Middle,CMD_Shift,CMD_Shift,2
2key,12,5239,289,Right,Left,CMD_Alt_Shift,None,1
2key,12,5240,290,Right,Left,CMD_Alt_Shift,None,2
2key,12,5241,291,Middle,Middle,CMD_Alt_Shift,CMD,1
2key,12,5242,292,Right,Middle,CMD,CMD,1
2key,12,5243,293,Middle,Left,CMD_Alt_Shift,CMD,2
2key,12,5244,294,Middle,Left,CMD,None,2
2key,12,5245,295,Right,Middle,CMD_Shift,CMD,2
2key,12,5246,296,Left,Right,CMD,None,1
2key,12,5247,297,Middle,Left,None,CMD_Shift,1
2key,12,5248,298,Right,Right,CMD_Shift,CMD_Alt_Shift,1
2key,12,5249,299,Middle,Left,Alt,None,2
2key,12,5250,300,Right,Left,None,CMD_Shift,2
2key,12,5251,301,Right,Middle,Alt,CMD_Shift,1
2key,12,5252,302,Right,Middle,None,Alt,2
